currency,valid_from,rate
PLN,2025-12-23,0.240353
CZK,2025-12-23,0.041543
AUD,2025-12-23,0.618977
CAD,2025-12-23,0.721600
USD,2025-12-24,0.924003
GBP,2025-12-24,1.159678
JPY,2025-12-24,0.006004
CHF,2025-12-24,1.016377
SEK,2025-12-24,0.091787
NOK,2025-12-24,0.086238
PLN,2025-12-24,0.240031
CZK,2025-12-24,0.041616
AUD,2025-12-24,0.618528
CAD,2025-12-24,0.722584
USD,2025-12-25,0.923587
GBP,2025-12-25,1.163191
JPY,2025-12-25,0.006019
CHF,2025-12-25,1.019056
SEK,2025-12-25,0.091745
NOK,2025-12-25,0.086059
PLN,2025-12-25,0.240535
CZK,2025-12-25,0.041518
AUD,2025-12-25,0.616977
CAD,2025-12-25,0.723233
USD,2025-12-26,0.926492
GBP,2025-12-26,1.162788
JPY,2025-12-26,0.006035
CHF,2025-12-26,1.022283
SEK,2025-12-26,0.091728
NOK,2025-12-26,0.086354
PLN,2025-12-26,0.240350
CZK,2025-12-26,0.041440
AUD,2025-12-26,0.615508
CAD,2025-12-26,0.721773
USD,2025-12-27,0.925322
GBP,2025-12-27,1.160443
JPY,2025-12-27,0.006034
CHF,2025-12-27,1.021637
SEK,2025-12-27,0.091931
NOK,2025-12-27,0.086524
PLN,2025-12-27,0.240425
CZK,2025-12-27,0.041452
AUD,2025-12-27,0.614836
CAD,2025-12-27,0.723581
USD,2025-12-28,0.924083
GBP,2025-12-28,1.157432
JPY,2025-12-28,0.006035
CHF,2025-12-28,1.020985
SEK,2025-12-28,0.091888
NOK,2025-12-28,0.086367
PLN,2025-12-28,0.241146
CZK,2025-12-28,0.041551
AUD,2025-12-28,0.616504
CAD,2025-12-28,0.724025
USD,2025-12-29,0.925801
GBP,2025-12-29,1.159578
JPY,2025-12-29,0.006043
CHF,2025-12-29,1.018212
SEK,2025-12-29,0.091913
NOK,2025-12-29,0.086318
PLN,2025-12-29,0.240427
CZK,2025-12-29,0.041595
AUD,2025-12-29,0.617798
CAD,2025-12-29,0.725384
USD,2025-12-30,0.926042
GBP,2025-12-30,1.158818
JPY,2025-12-30,0.006031
CHF,2025-12-30,1.018274
SEK,2025-12-30,0.091700
NOK,2025-12-30,0.086484
PLN,2025-12-30,0.240096
CZK,2025-12-30,0.041601
AUD,2025-12-30,0.619273
CAD,2025-12-30,0.727701
USD,2025-12-31,0.924438
GBP,2025-12-31,1.159706
JPY,2025-12-31,0.006028
CHF,2025-12-31,1.016763
SEK,2025-12-31,0.091828
NOK,2025-12-31,0.086744
PLN,2025-12-31,0.239463
CZK,2025-12-31,0.041467
AUD,2025-12-31,0.621428
CAD,2025-12-31,0.729467
USD,2026-01-01,0.925861
GBP,2026-01-01,1.162863
JPY,2026-01-01,0.006008
CHF,2026-01-01,1.018746
SEK,2026-01-01,0.092000
NOK,2026-01-01,0.086601
PLN,2026-01-01,0.239126
CZK,2026-01-01,0.041437
AUD,2026-01-01,0.622831
CAD,2026-01-01,0.731920
USD,2026-01-02,0.925913
GBP,2026-01-02,1.159800
JPY,2026-01-02,0.006003
CHF,2026-01-02,1.015475
SEK,2026-01-02,0.091873
NOK,2026-01-02,0.086605
PLN,2026-01-02,0.239781
CZK,2026-01-02,0.041487
AUD,2026-01-02,0.623610
CAD,2026-01-02,0.729700
USD,2026-01-03,0.925465
GBP,2026-01-03,1.162492
JPY,2026-01-03,0.005982
CHF,2026-01-03,1.018010
SEK,2026-01-03,0.092132
NOK,2026-01-03,0.086685
PLN,2026-01-03,0.239675
CZK,2026-01-03,0.041504
AUD,2026-01-03,0.622475
CAD,2026-01-03,0.728638
USD,2026-01-04,0.925332
GBP,2026-01-04,1.162828
JPY,2026-01-04,0.005971
CHF,2026-01-04,1.020232
SEK,2026-01-04,0.092201
NOK,2026-01-04,0.086574
PLN,2026-01-04,0.239432
CZK,2026-01-04,0.041361
AUD,2026-01-04,0.623189
CAD,2026-01-04,0.728596
USD,2026-01-05,0.923109
GBP,2026-01-05,1.163601
JPY,2026-01-05,0.005972
CHF,2026-01-05,1.019689
SEK,2026-01-05,0.092043
NOK,2026-01-05,0.086601
PLN,2026-01-05,0.240052
CZK,2026-01-05,0.041299
AUD,2026-01-05,0.623072
CAD,2026-01-05,0.728886
USD,2026-01-06,0.922023
GBP,2026-01-06,1.165592
JPY,2026-01-06,0.005962
CHF,2026-01-06,1.019766
SEK,2026-01-06,0.092035
NOK,2026-01-06,0.086494
PLN,2026-01-06,0.240761
CZK,2026-01-06,0.041411
AUD,2026-01-06,0.623463
CAD,2026-01-06,0.727029
USD,2026-01-07,0.923733
GBP,2026-01-07,1.168408
JPY,2026-01-07,0.005946
CHF,2026-01-07,1.019743
SEK,2026-01-07,0.092170
NOK,2026-01-07,0.086218
PLN,2026-01-07,0.240759
CZK,2026-01-07,0.041451
AUD,2026-01-07,0.623530
CAD,2026-01-07,0.725046
USD,2026-01-08,0.923338
GBP,2026-01-08,1.166067
JPY,2026-01-08,0.005948
CHF,2026-01-08,1.019442
SEK,2026-01-08,0.092251
NOK,2026-01-08,0.085994
PLN,2026-01-08,0.240543
CZK,2026-01-08,0.041586
AUD,2026-01-08,0.623123
CAD,2026-01-08,0.726101
USD,2026-01-09,0.920413
GBP,2026-01-09,1.165301
JPY,2026-01-09,0.005949
CHF,2026-01-09,1.018314
SEK,2026-01-09,0.092233
NOK,2026-01-09,0.085774
PLN,2026-01-09,0.241108
CZK,2026-01-09,0.041664
AUD,2026-01-09,0.621267
CAD,2026-01-09,0.724539
USD,2026-01-10,0.921936
GBP,2026-01-10,1.164318
JPY,2026-01-10,0.005966
CHF,2026-01-10,1.015882
SEK,2026-01-10,0.092071
NOK,2026-01-10,0.085579
PLN,2026-01-10,0.240839
CZK,2026-01-10,0.041605
AUD,2026-01-10,0.620766
CAD,2026-01-10,0.725521
USD,2026-01-11,0.924512
GBP,2026-01-11,1.163896
JPY,2026-01-11,0.005982
CHF,2026-01-11,1.015842
SEK,2026-01-11,0.092007
NOK,2026-01-11,0.085406
PLN,2026-01-11,0.240371
CZK,2026-01-11,0.041651
AUD,2026-01-11,0.620624
CAD,2026-01-11,0.723293
USD,2026-01-12,0.922180
GBP,2026-01-12,1.164648
JPY,2026-01-12,0.005970
CHF,2026-01-12,1.015157
SEK,2026-01-12,0.091931
NOK,2026-01-12,0.085608
PLN,2026-01-12,0.239677
CZK,2026-01-12,0.041570
AUD,2026-01-12,0.620564
CAD,2026-01-12,0.721779
USD,2026-01-13,0.921803
GBP,2026-01-13,1.166660
JPY,2026-01-13,0.005986
CHF,2026-01-13,1.017153
SEK,2026-01-13,0.092087
NOK,2026-01-13,0.085678
PLN,2026-01-13,0.240068
CZK,2026-01-13,0.041432
AUD,2026-01-13,0.622498
CAD,2026-01-13,0.723298
USD,2026-01-14,0.919740
GBP,2026-01-14,1.170590
JPY,2026-01-14,0.005966
CHF,2026-01-14,1.020411
SEK,2026-01-14,0.092343
NOK,2026-01-14,0.085521
PLN,2026-01-14,0.239582
CZK,2026-01-14,0.041465
AUD,2026-01-14,0.623862
CAD,2026-01-14,0.725485
USD,2026-01-15,0.920430
GBP,2026-01-15,1.169757
JPY,2026-01-15,0.005981
CHF,2026-01-15,1.019136
SEK,2026-01-15,0.092271
NOK,2026-01-15,0.085604
PLN,2026-01-15,0.238865
CZK,2026-01-15,0.041388
AUD,2026-01-15,0.622465
CAD,2026-01-15,0.723397
USD,2026-01-16,0.922316
GBP,2026-01-16,1.172074
JPY,2026-01-16,0.005994
CHF,2026-01-16,1.019029
SEK,2026-01-16,0.092498
NOK,2026-01-16,0.085701
PLN,2026-01-16,0.239206
CZK,2026-01-16,0.041445
AUD,2026-01-16,0.624086
CAD,2026-01-16,0.723163
USD,2026-01-17,0.921253
GBP,2026-01-17,1.170234
JPY,2026-01-17,0.006011
CHF,2026-01-17,1.016597
SEK,2026-01-17,0.092768
NOK,2026-01-17,0.085426
PLN,2026-01-17,0.239047
CZK,2026-01-17,0.041501
AUD,2026-01-17,0.622816
CAD,2026-01-17,0.720965
USD,2026-01-18,0.921747
GBP,2026-01-18,1.166535
JPY,2026-01-18,0.005991
CHF,2026-01-18,1.016980
SEK,2026-01-18,0.092792
NOK,2026-01-18,0.085419
PLN,2026-01-18,0.239486
CZK,2026-01-18,0.041536
AUD,2026-01-18,0.620923
CAD,2026-01-18,0.721650
USD,2026-01-19,0.924026
GBP,2026-01-19,1.168161
JPY,2026-01-19,0.005986
CHF,2026-01-19,1.017760
SEK,2026-01-19,0.093037
NOK,2026-01-19,0.085403
PLN,2026-01-19,0.239789
CZK,2026-01-19,0.041630
AUD,2026-01-19,0.622653
CAD,2026-01-19,0.722064
USD,2026-01-20,0.921041
GBP,2026-01-20,1.165722
JPY,2026-01-20,0.005977
CHF,2026-01-20,1.015140
SEK,2026-01-20,0.092877
NOK,2026-01-20,0.085650
PLN,2026-01-20,0.239241
CZK,2026-01-20,0.041554
AUD,2026-01-20,0.622537
CAD,2026-01-20,0.721844
USD,2026-01-21,0.918802
GBP,2026-01-21,1.166404
JPY,2026-01-21,0.005967
CHF,2026-01-21,1.013441
SEK,2026-01-21,0.093053
NOK,2026-01-21,0.085379
PLN,2026-01-21,0.239543
CZK,2026-01-21,0.041690
AUD,2026-01-21,0.622861
CAD,2026-01-21,0.723624
USD,2026-01-22,0.916619
GBP,2026-01-22,1.167698
JPY,2026-01-22,0.005976
CHF,2026-01-22,1.014381
SEK,2026-01-22,0.093069
NOK,2026-01-22,0.085084
PLN,2026-01-22,0.240302
CZK,2026-01-22,0.041664
AUD,2026-01-22,0.621193
CAD,2026-01-22,0.723213
USD,2026-01-23,0.916604
GBP,2026-01-23,1.170183
JPY,2026-01-23,0.005959
CHF,2026-01-23,1.017187
SEK,2026-01-23,0.093202
NOK,2026-01-23,0.085083
PLN,2026-01-23,0.240221
CZK,2026-01-23,0.041810
AUD,2026-01-23,0.623212
CAD,2026-01-23,0.725658
USD,2026-01-24,0.915788
GBP,2026-01-24,1.168684
JPY,2026-01-24,0.005971
CHF,2026-01-24,1.018344
SEK,2026-01-24,0.093001
NOK,2026-01-24,0.085243
PLN,2026-01-24,0.240930
CZK,2026-01-24,0.041901
AUD,2026-01-24,0.621976
CAD,2026-01-24,0.725770
USD,2026-01-25,0.915965
GBP,2026-01-25,1.171819
JPY,2026-01-25,0.005990
CHF,2026-01-25,1.016774
SEK,2026-01-25,0.092819
NOK,2026-01-25,0.085476
PLN,2026-01-25,0.241467
CZK,2026-01-25,0.041756
AUD,2026-01-25,0.619893
CAD,2026-01-25,0.723319
USD,2026-01-26,0.914346
GBP,2026-01-26,1.169177
JPY,2026-01-26,0.005992
CHF,2026-01-26,1.017996
SEK,2026-01-26,0.093029
NOK,2026-01-26,0.085412
PLN,2026-01-26,0.240629
CZK,2026-01-26,0.041810
AUD,2026-01-26,0.619689
CAD,2026-01-26,0.722308
USD,2026-01-27,0.915801
GBP,2026-01-27,1.173025
JPY,2026-01-27,0.006006
CHF,2026-01-27,1.018084
SEK,2026-01-27,0.092937
NOK,2026-01-27,0.085602
PLN,2026-01-27,0.241100
CZK,2026-01-27,0.041776
AUD,2026-01-27,0.618414
CAD,2026-01-27,0.724110
USD,2026-01-28,0.918702
GBP,2026-01-28,1.176445
JPY,2026-01-28,0.006014
CHF,2026-01-28,1.017554
SEK,2026-01-28,0.092673
NOK,2026-01-28,0.085491
PLN,2026-01-28,0.241227
CZK,2026-01-28,0.041894
AUD,2026-01-28,0.619292
CAD,2026-01-28,0.723400
USD,2026-01-29,0.916161
GBP,2026-01-29,1.179714
JPY,2026-01-29,0.005994
CHF,2026-01-29,1.014792
SEK,2026-01-29,0.092707
NOK,2026-01-29,0.085225
PLN,2026-01-29,0.241107
CZK,2026-01-29,0.041759
AUD,2026-01-29,0.621037
CAD,2026-01-29,0.724706
USD,2026-01-30,0.916082
GBP,2026-01-30,1.180340
JPY,2026-01-30,0.006004
CHF,2026-01-30,1.013980
SEK,2026-01-30,0.092481
NOK,2026-01-30,0.085068
PLN,2026-01-30,0.241014
CZK,2026-01-30,0.041810
AUD,2026-01-30,0.619832
CAD,2026-01-30,0.724327
USD,2026-01-31,0.916017
GBP,2026-01-31,1.183982
JPY,2026-01-31,0.006010
CHF,2026-01-31,1.015797
SEK,2026-01-31,0.092296
NOK,2026-01-31,0.084865
PLN,2026-01-31,0.240265
CZK,2026-01-31,0.041728
AUD,2026-01-31,0.619897
CAD,2026-01-31,0.726617
USD,2026-02-01,0.917257
GBP,2026-02-01,1.180768
JPY,2026-02-01,0.005989
CHF,2026-02-01,1.018072
SEK,2026-02-01,0.092059
NOK,2026-02-01,0.085034
PLN,2026-02-01,0.240133
CZK,2026-02-01,0.041760
AUD,2026-02-01,0.620404
CAD,2026-02-01,0.726657
USD,2026-02-02,0.917272
GBP,2026-02-02,1.181119
JPY,2026-02-02,0.005974
CHF,2026-02-02,1.015531
SEK,2026-02-02,0.092272
NOK,2026-02-02,0.085027
PLN,2026-02-02,0.240748
CZK,2026-02-02,0.041741
AUD,2026-02-02,0.619085
CAD,2026-02-02,0.728339
USD,2026-02-03,0.919333
GBP,2026-02-03,1.180540
JPY,2026-02-03,0.005988
CHF,2026-02-03,1.015604
SEK,2026-02-03,0.092077
NOK,2026-02-03,0.085086
PLN,2026-02-03,0.240463
CZK,2026-02-03,0.041781
AUD,2026-02-03,0.620916
CAD,2026-02-03,0.727217
USD,2026-02-04,0.919589
GBP,2026-02-04,1.178459
JPY,2026-02-04,0.005986
CHF,2026-02-04,1.015373
SEK,2026-02-04,0.091908
NOK,2026-02-04,0.085017
PLN,2026-02-04,0.241042
CZK,2026-02-04,0.041689
AUD,2026-02-04,0.622041
CAD,2026-02-04,0.729651
USD,2026-02-05,0.922711
GBP,2026-02-05,1.180074
JPY,2026-02-05,0.005984
CHF,2026-02-05,1.016507
SEK,2026-02-05,0.092125
NOK,2026-02-05,0.084839
PLN,2026-02-05,0.241283
CZK,2026-02-05,0.041716
AUD,2026-02-05,0.621117
CAD,2026-02-05,0.729608
USD,2026-02-06,0.920334
GBP,2026-02-06,1.177878
JPY,2026-02-06,0.005968
CHF,2026-02-06,1.013849
SEK,2026-02-06,0.092235
NOK,2026-02-06,0.084973
PLN,2026-02-06,0.240804
CZK,2026-02-06,0.041690
AUD,2026-02-06,0.622877
CAD,2026-02-06,0.730653
USD,2026-02-07,0.918900
GBP,2026-02-07,1.179176
JPY,2026-02-07,0.005982
CHF,2026-02-07,1.014752
SEK,2026-02-07,0.092089
NOK,2026-02-07,0.084763
PLN,2026-02-07,0.240571
CZK,2026-02-07,0.041826
AUD,2026-02-07,0.621731
CAD,2026-02-07,0.729876
USD,2026-02-08,0.917672
GBP,2026-02-08,1.182759
JPY,2026-02-08,0.005988
CHF,2026-02-08,1.011733
SEK,2026-02-08,0.091887
NOK,2026-02-08,0.084846
PLN,2026-02-08,0.241002
CZK,2026-02-08,0.041888
AUD,2026-02-08,0.623000
CAD,2026-02-08,0.730611
USD,2026-02-09,0.915034
GBP,2026-02-09,1.181801
JPY,2026-02-09,0.005969
CHF,2026-02-09,1.014914
SEK,2026-02-09,0.091820
NOK,2026-02-09,0.085057
PLN,2026-02-09,0.240898
CZK,2026-02-09,0.041831
AUD,2026-02-09,0.621531
CAD,2026-02-09,0.730318
USD,2026-02-10,0.914518
GBP,2026-02-10,1.182199
JPY,2026-02-10,0.005985
CHF,2026-02-10,1.013147
SEK,2026-02-10,0.091992
NOK,2026-02-10,0.084999
PLN,2026-02-10,0.240675
CZK,2026-02-10,0.041762
AUD,2026-02-10,0.620605
CAD,2026-02-10,0.729879
USD,2026-02-11,0.916641
GBP,2026-02-11,1.178104
JPY,2026-02-11,0.005990
CHF,2026-02-11,1.009861
SEK,2026-02-11,0.092157
NOK,2026-02-11,0.085267
PLN,2026-02-11,0.240262
CZK,2026-02-11,0.041802
AUD,2026-02-11,0.620742
CAD,2026-02-11,0.727888
USD,2026-02-12,0.918602
GBP,2026-02-12,1.174289
JPY,2026-02-12,0.005992
CHF,2026-02-12,1.009225
SEK,2026-02-12,0.092361
NOK,2026-02-12,0.085170
PLN,2026-02-12,0.239488
CZK,2026-02-12,0.041677
AUD,2026-02-12,0.622862
CAD,2026-02-12,0.728667
USD,2026-02-13,0.915489
GBP,2026-02-13,1.173715
JPY,2026-02-13,0.005985
CHF,2026-02-13,1.007291
SEK,2026-02-13,0.092460
NOK,2026-02-13,0.085249
PLN,2026-02-13,0.239008
CZK,2026-02-13,0.041594
AUD,2026-02-13,0.624960
CAD,2026-02-13,0.731161
USD,2026-02-14,0.914103
GBP,2026-02-14,1.169753
JPY,2026-02-14,0.005989
CHF,2026-02-14,1.006578
SEK,2026-02-14,0.092697
NOK,2026-02-14,0.085210
PLN,2026-02-14,0.239565
CZK,2026-02-14,0.041586
AUD,2026-02-14,0.626173
CAD,2026-02-14,0.728804
USD,2026-02-15,0.915880
GBP,2026-02-15,1.172907
JPY,2026-02-15,0.005981
CHF,2026-02-15,1.009113
SEK,2026-02-15,0.092995
NOK,2026-02-15,0.085058
PLN,2026-02-15,0.238925
CZK,2026-02-15,0.041463
AUD,2026-02-15,0.624838
CAD,2026-02-15,0.728005
USD,2026-02-16,0.913470
GBP,2026-02-16,1.170974
JPY,2026-02-16,0.005977
CHF,2026-02-16,1.007411
SEK,2026-02-16,0.093155
NOK,2026-02-16,0.084918
PLN,2026-02-16,0.238777
CZK,2026-02-16,0.041551
AUD,2026-02-16,0.625933
CAD,2026-02-16,0.726777
USD,2026-02-17,0.911665
GBP,2026-02-17,1.168357
JPY,2026-02-17,0.005990
CHF,2026-02-17,1.005266
SEK,2026-02-17,0.093131
NOK,2026-02-17,0.085194
PLN,2026-02-17,0.238410
CZK,2026-02-17,0.041419
AUD,2026-02-17,0.623922
CAD,2026-02-17,0.724859
USD,2026-02-18,0.909807
GBP,2026-02-18,1.171874
JPY,2026-02-18,0.006009
CHF,2026-02-18,1.007962
SEK,2026-02-18,0.092976
NOK,2026-02-18,0.085487
PLN,2026-02-18,0.238512
CZK,2026-02-18,0.041414
AUD,2026-02-18,0.621901
CAD,2026-02-18,0.725586
USD,2026-02-19,0.907041
GBP,2026-02-19,1.169953
JPY,2026-02-19,0.006000
CHF,2026-02-19,1.008289
SEK,2026-02-19,0.092669
NOK,2026-02-19,0.085754
PLN,2026-02-19,0.238105
CZK,2026-02-19,0.041438
AUD,2026-02-19,0.620895
CAD,2026-02-19,0.727656
USD,2026-02-20,0.908341
GBP,2026-02-20,1.166349
JPY,2026-02-20,0.005995
CHF,2026-02-20,1.010325
SEK,2026-02-20,0.092361
NOK,2026-02-20,0.085469
PLN,2026-02-20,0.237510
CZK,2026-02-20,0.041483
AUD,2026-02-20,0.622354
CAD,2026-02-20,0.728299
USD,2026-02-21,0.905696
GBP,2026-02-21,1.167643
JPY,2026-02-21,0.005981
CHF,2026-02-21,1.007080
SEK,2026-02-21,0.092078
NOK,2026-02-21,0.085618
PLN,2026-02-21,0.237154
CZK,2026-02-21,0.041397
AUD,2026-02-21,0.623304
CAD,2026-02-21,0.730602
USD,2026-02-22,0.905343
GBP,2026-02-22,1.167528
JPY,2026-02-22,0.005990
CHF,2026-02-22,1.008830
SEK,2026-02-22,0.092113
NOK,2026-02-22,0.085528
PLN,2026-02-22,0.236486
CZK,2026-02-22,0.041440
AUD,2026-02-22,0.621929
CAD,2026-02-22,0.730018
USD,2026-02-23,0.902242
GBP,2026-02-23,1.167643
JPY,2026-02-23,0.005998
CHF,2026-02-23,1.010373
SEK,2026-02-23,0.092074
NOK,2026-02-23,0.085816
PLN,2026-02-23,0.235960
CZK,2026-02-23,0.041409
AUD,2026-02-23,0.620312
CAD,2026-02-23,0.731590
USD,2026-02-24,0.904982
GBP,2026-02-24,1.164685
JPY,2026-02-24,0.005995
CHF,2026-02-24,1.012050
SEK,2026-02-24,0.091815
NOK,2026-02-24,0.085822
PLN,2026-02-24,0.236335
CZK,2026-02-24,0.041289
AUD,2026-02-24,0.619662
CAD,2026-02-24,0.729573
USD,2026-02-25,0.904301
GBP,2026-02-25,1.164599
JPY,2026-02-25,0.006013
CHF,2026-02-25,1.012096
SEK,2026-02-25,0.091985
NOK,2026-02-25,0.085717
PLN,2026-02-25,0.236421
CZK,2026-02-25,0.041349
AUD,2026-02-25,0.621331
CAD,2026-02-25,0.731790
USD,2026-02-26,0.907326
GBP,2026-02-26,1.167967
JPY,2026-02-26,0.006024
CHF,2026-02-26,1.014485
SEK,2026-02-26,0.091712
NOK,2026-02-26,0.085782
PLN,2026-02-26,0.236182
CZK,2026-02-26,0.041247
AUD,2026-02-26,0.619336
CAD,2026-02-26,0.731100
USD,2026-02-27,0.908617
GBP,2026-02-27,1.164868
JPY,2026-02-27,0.006018
CHF,2026-02-27,1.015202
SEK,2026-02-27,0.091963
NOK,2026-02-27,0.085618
PLN,2026-02-27,0.236699
CZK,2026-02-27,0.041260
AUD,2026-02-27,0.617395
CAD,2026-02-27,0.728650
USD,2026-02-28,0.907688
GBP,2026-02-28,1.165203
JPY,2026-02-28,0.005999
CHF,2026-02-28,1.015866
SEK,2026-02-28,0.091933
NOK,2026-02-28,0.085738
PLN,2026-02-28,0.236086
CZK,2026-02-28,0.041298
AUD,2026-02-28,0.616082
CAD,2026-02-28,0.730900
USD,2026-03-01,0.910619
GBP,2026-03-01,1.165552
JPY,2026-03-01,0.006007
CHF,2026-03-01,1.015874
SEK,2026-03-01,0.091936
NOK,2026-03-01,0.085472
PLN,2026-03-01,0.235587
CZK,2026-03-01,0.041288
AUD,2026-03-01,0.617531
CAD,2026-03-01,0.731247
USD,2026-03-02,0.911010
GBP,2026-03-02,1.164229
JPY,2026-03-02,0.006018
CHF,2026-03-02,1.018111
SEK,2026-03-02,0.091816
NOK,2026-03-02,0.085263
PLN,2026-03-02,0.235706
CZK,2026-03-02,0.041220
AUD,2026-03-02,0.618157
CAD,2026-03-02,0.729986
USD,2026-03-03,0.911572
GBP,2026-03-03,1.167652
JPY,2026-03-03,0.006032
CHF,2026-03-03,1.018151
SEK,2026-03-03,0.092042
NOK,2026-03-03,0.085382
PLN,2026-03-03,0.235767
CZK,2026-03-03,0.041303
AUD,2026-03-03,0.618822
CAD,2026-03-03,0.727664
USD,2026-03-04,0.914726
GBP,2026-03-04,1.169434
JPY,2026-03-04,0.006025
CHF,2026-03-04,1.021317
SEK,2026-03-04,0.091866
NOK,2026-03-04,0.085379
PLN,2026-03-04,0.235955
CZK,2026-03-04,0.041196
AUD,2026-03-04,0.619462
CAD,2026-03-04,0.726892
USD,2026-03-05,0.917657
GBP,2026-03-05,1.171619
JPY,2026-03-05,0.006014
CHF,2026-03-05,1.020992
SEK,2026-03-05,0.091649
NOK,2026-03-05,0.085495
PLN,2026-03-05,0.236173
CZK,2026-03-05,0.041260
AUD,2026-03-05,0.620984
CAD,2026-03-05,0.726311
USD,2026-03-06,0.919418
GBP,2026-03-06,1.168027
JPY,2026-03-06,0.006006
CHF,2026-03-06,1.018513
SEK,2026-03-06,0.091385
NOK,2026-03-06,0.085667
PLN,2026-03-06,0.236358
CZK,2026-03-06,0.041356
AUD,2026-03-06,0.619190
CAD,2026-03-06,0.725999
USD,2026-03-07,0.917658
GBP,2026-03-07,1.167847
JPY,2026-03-07,0.006022
CHF,2026-03-07,1.020752
SEK,2026-03-07,0.091066
NOK,2026-03-07,0.085829
PLN,2026-03-07,0.235762
CZK,2026-03-07,0.041243
AUD,2026-03-07,0.620916
CAD,2026-03-07,0.724096
USD,2026-03-08,0.915109
GBP,2026-03-08,1.167107
JPY,2026-03-08,0.006010
CHF,2026-03-08,1.022267
SEK,2026-03-08,0.091036
NOK,2026-03-08,0.085937
PLN,2026-03-08,0.235816
CZK,2026-03-08,0.041185
AUD,2026-03-08,0.622954
CAD,2026-03-08,0.722003
USD,2026-03-09,0.916299
GBP,2026-03-09,1.168883
JPY,2026-03-09,0.005998
CHF,2026-03-09,1.021908
SEK,2026-03-09,0.091115
NOK,2026-03-09,0.085959
PLN,2026-03-09,0.235172
CZK,2026-03-09,0.041053
AUD,2026-03-09,0.623374
CAD,2026-03-09,0.721696
USD,2026-03-10,0.913322
GBP,2026-03-10,1.170635
JPY,2026-03-10,0.006016
CHF,2026-03-10,1.021297
SEK,2026-03-10,0.090921
NOK,2026-03-10,0.085780
PLN,2026-03-10,0.234625
CZK,2026-03-10,0.041182
AUD,2026-03-10,0.622232
CAD,2026-03-10,0.719875
USD,2026-03-11,0.912101
GBP,2026-03-11,1.171484
JPY,2026-03-11,0.006031
CHF,2026-03-11,1.021139
SEK,2026-03-11,0.091074
NOK,2026-03-11,0.085497
PLN,2026-03-11,0.234066
CZK,2026-03-11,0.041181
AUD,2026-03-11,0.623725
CAD,2026-03-11,0.718709
USD,2026-03-12,0.912688
GBP,2026-03-12,1.169804
JPY,2026-03-12,0.006010
CHF,2026-03-12,1.022452
SEK,2026-03-12,0.091065
NOK,2026-03-12,0.085229
PLN,2026-03-12,0.234498
CZK,2026-03-12,0.041162
AUD,2026-03-12,0.623789
CAD,2026-03-12,0.718814
USD,2026-03-13,0.913320
GBP,2026-03-13,1.166944
JPY,2026-03-13,0.005991
CHF,2026-03-13,1.020006
SEK,2026-03-13,0.091028
NOK,2026-03-13,0.085191
PLN,2026-03-13,0.234814
CZK,2026-03-13,0.041190
AUD,2026-03-13,0.621880
CAD,2026-03-13,0.718810
USD,2026-03-14,0.915907
GBP,2026-03-14,1.163507
JPY,2026-03-14,0.006009
CHF,2026-03-14,1.021965
SEK,2026-03-14,0.091170
NOK,2026-03-14,0.085011
PLN,2026-03-14,0.235071
CZK,2026-03-14,0.041118
AUD,2026-03-14,0.621328
CAD,2026-03-14,0.720961
USD,2026-03-15,0.916171
GBP,2026-03-15,1.164885
JPY,2026-03-15,0.005990
CHF,2026-03-15,1.024249
SEK,2026-03-15,0.091474
NOK,2026-03-15,0.084977
PLN,2026-03-15,0.234659
CZK,2026-03-15,0.041067
AUD,2026-03-15,0.621170
CAD,2026-03-15,0.719877
USD,2026-03-16,0.914048
GBP,2026-03-16,1.166178
JPY,2026-03-16,0.005977
CHF,2026-03-16,1.025796
SEK,2026-03-16,0.091644
NOK,2026-03-16,0.085240
PLN,2026-03-16,0.234996
CZK,2026-03-16,0.041180
AUD,2026-03-16,0.622962
CAD,2026-03-16,0.721560
USD,2026-03-17,0.917238
GBP,2026-03-17,1.169097
JPY,2026-03-17,0.005968
CHF,2026-03-17,1.022620
SEK,2026-03-17,0.091912
NOK,2026-03-17,0.085423
PLN,2026-03-17,0.234214
CZK,2026-03-17,0.041168
AUD,2026-03-17,0.624748
CAD,2026-03-17,0.719933
USD,2026-03-18,0.916728
GBP,2026-03-18,1.167918
JPY,2026-03-18,0.005987
CHF,2026-03-18,1.023881
SEK,2026-03-18,0.092080
NOK,2026-03-18,0.085502
PLN,2026-03-18,0.233720
CZK,2026-03-18,0.041256
AUD,2026-03-18,0.623755
CAD,2026-03-18,0.720431
USD,2026-03-19,0.918729
GBP,2026-03-19,1.163831
JPY,2026-03-19,0.006004
CHF,2026-03-19,1.024561
SEK,2026-03-19,0.092358
NOK,2026-03-19,0.085451
PLN,2026-03-19,0.234466
CZK,2026-03-19,0.041343
AUD,2026-03-19,0.625654
CAD,2026-03-19,0.718603
USD,2026-03-20,0.918161
GBP,2026-03-20,1.161858
JPY,2026-03-20,0.006018
CHF,2026-03-20,1.024490
SEK,2026-03-20,0.092346
NOK,2026-03-20,0.085187
PLN,2026-03-20,0.234677
CZK,2026-03-20,0.041389
AUD,2026-03-20,0.627332
CAD,2026-03-20,0.719345
USD,2026-03-21,0.916605
GBP,2026-03-21,1.159688
JPY,2026-03-21,0.006034
CHF,2026-03-21,1.026666
SEK,2026-03-21,0.092602
